, ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore,distance[nm],speed[nm],time[s],lifetime_frames,lifetime_seconds,max_intensity_AU,distance normalized,inflectionPoint_fromDistance_px,inflectionPoint_fromDistance_Index,inflectionPoint_fromDistance_Frame,inflectionPoint_fromDistance_Time,inflectionPoint_fromDistance_Intensity,time_aligned_by_inflectionPoint_fromDistance[s],inflectionPoint_fromIntensity_alignment_threshold,inflectionPoint_fromIntensity_raw_AU,inflectionPoint_fromIntensity_raw_Index,inflectionPoint_fromIntensity_raw_Frame,inflectionPoint_fromIntensity_raw_Time,inflectionPoint_fromIntensity_raw_Intensity,time_aligned_by_inflectionPoint_fromIntensity_raw[s],inflectionPoint_fromIntensity_minMaxRescaled_AU,inflectionPoint_fromIntensity_minMaxRescaled_Index,inflectionPoint_fromIntensity_minMaxRescaled_Frame,inflectionPoint_fromIntensity_minMaxRescaled_Time,inflectionPoint_fromIntensity_minMaxRescaled_Intensity
10,1869,67,16,817.64716,133.53224,0,3.58566,1.7735400000000001,3.8443699999999996,9.23212,23.87469,0.00755,38.441113475060284,15.894537413369152,4.976,42,13.06,4.83,0.07728613106178711,39.046724181738206,26,32,9.952,4.332269999999999,-4.976,0.5,2.415,4,10,3.11,2.65185,0.0,1.415,10,16,4.976,3.58566
11,1870,67,17,817.97565,133.44326999999998,0,3.23794,1.84266,4.15377,10.41487,28.215740000000004,0.007670000000000001,51.63788832429444,22.12114747758307,5.287,42,13.06,4.83,0.1419984943882319,39.046724181738206,26,32,9.952,4.332269999999999,-4.665,0.5,2.415,4,10,3.11,2.65185,0.31099999999999994,1.415,10,16,4.976,3.58566
12,1871,67,18,817.88959,133.48524,0,3.8360199999999995,1.83277,4.09466,10.13901,27.03315,0.007409999999999999,48.203319607523056,6.223662427581451,5.598,42,13.06,4.83,0.12515657193304586,39.046724181738206,26,32,9.952,4.332269999999999,-4.354,0.5,2.415,4,10,3.11,2.65185,0.6219999999999999,1.415,10,16,4.976,3.58566
13,1872,67,19,817.8314799999999,133.41841000000002,0,3.6436699999999997,1.8012700000000001,3.9618599999999997,9.66508,25.41972,0.0067599999999999995,42.682492711178455,5.756454093017438,5.909,42,13.06,4.83,0.09808436981849714,39.046724181738206,26,32,9.952,4.332269999999999,-4.043,0.5,2.415,4,10,3.11,2.65185,0.9329999999999998,1.415,10,16,4.976,3.58566
14,1873,67,20,817.72937,133.58636,0,4.02762,1.82693,4.06755,10.02806,26.59297,0.00896,44.5926249846892,12.776039710525398,6.22,42,13.06,4.83,0.10745098970079124,39.046724181738206,26,32,9.952,4.332269999999999,-3.732,0.5,2.415,4,10,3.11,2.65185,1.2439999999999998,1.415,10,16,4.976,3.58566
15,1874,67,21,817.83527,133.45616,0,3.62196,1.8235700000000001,4.06043,10.029160000000001,26.69714,0.01407,44.21762357844686,10.90893859410804,6.531,42,13.06,4.83,0.1056121141023271,39.046724181738206,26,32,9.952,4.332269999999999,-3.4210000000000003,0.5,2.415,4,10,3.11,2.65185,1.5549999999999997,1.415,10,16,4.976,3.58566
16,1875,67,22,817.7394400000001,133.44647,0,3.6343699999999997,1.83795,4.11378,10.20079,27.22697,0.00981,38.8160888092844,6.260713148274945,6.842,42,13.06,4.83,0.07912487881220238,39.046724181738206,26,32,9.952,4.332269999999999,-3.1100000000000003,0.5,2.415,4,10,3.11,2.65185,1.8659999999999997,1.415,10,16,4.976,3.58566
17,1876,67,23,817.8584,133.52423000000002,0,4.13112,1.82645,4.07383,10.083919999999999,26.91947,0.007679999999999999,48.02275812205997,9.237801097658966,7.153,42,13.06,4.83,0.1242711616276084,39.046724181738206,26,32,9.952,4.332269999999999,-2.7990000000000004,0.5,2.415,4,10,3.11,2.65185,2.1769999999999996,1.415,10,16,4.976,3.58566
18,1877,67,24,818.01996,133.51436,0,4.31562,1.8477400000000002,4.17933,10.52852,28.7121,0.00915,56.39772438975137,10.520978488834215,7.464,42,13.06,4.83,0.16533906391079514,39.046724181738206,26,32,9.952,4.332269999999999,-2.4879999999999995,0.5,2.415,4,10,3.11,2.65185,2.4880000000000004,1.415,10,16,4.976,3.58566
19,1878,67,25,817.97559,133.3645,0,3.5284800000000005,1.8343200000000002,4.13844,10.418330000000001,28.415359999999996,0.0129,49.472544558017844,10.158881691038005,7.775,42,13.06,4.83,0.13138040670159723,39.046724181738206,26,32,9.952,4.332269999999999,-2.1769999999999996,0.5,2.415,4,10,3.11,2.65185,2.7990000000000004,1.415,10,16,4.976,3.58566
20,1879,67,26,817.83978,133.49719,0,4.74187,1.87287,4.26663,10.76881,29.25396,0.01205,45.9985018288646,12.341614239838616,8.086,42,13.06,4.83,0.11434491751056922,39.046724181738206,26,32,9.952,4.332269999999999,-1.8659999999999997,0.5,2.415,4,10,3.11,2.65185,3.1100000000000003,1.415,10,16,4.976,3.58566
21,1880,67,27,817.8353900000001,133.44902,0,4.49662,1.8723599999999998,4.28137,10.88602,29.904009999999996,0.01212,43.96610517802702,3.1440258785508566,8.397,42,13.06,4.83,0.10437875592980364,39.046724181738206,26,32,9.952,4.332269999999999,-1.5549999999999997,0.5,2.415,4,10,3.11,2.65185,3.4210000000000003,1.415,10,16,4.976,3.58566
22,1881,67,28,817.90662,133.41568,0,4.52746,1.8516099999999998,4.19369,10.56862,28.795040000000004,0.00783,46.83303252334195,5.112021069247935,8.708,42,13.06,4.83,0.11843716384537901,39.046724181738206,26,32,9.952,4.332269999999999,-1.2439999999999998,0.5,2.415,4,10,3.11,2.65185,3.732,1.415,10,16,4.976,3.58566
23,1882,67,29,817.97662,133.47998,0,4.5313099999999995,1.8855,4.38202,11.42383,32.4417,0.01175,52.83962622154611,6.1782457259347625,9.019,42,13.06,4.83,0.1478913962766521,39.046724181738206,26,32,9.952,4.332269999999999,-0.9329999999999998,0.5,2.415,4,10,3.11,2.65185,4.043,1.415,10,16,4.976,3.58566
24,1883,67,30,817.80481,133.53296,0,4.75248,1.8338299999999998,4.10278,10.17158,27.14218,0.0057399999999999994,45.67237337171021,11.686551082871674,9.33,42,13.06,4.83,0.11274569774274143,39.046724181738206,26,32,9.952,4.332269999999999,-0.6219999999999999,0.5,2.415,4,10,3.11,2.65185,4.354,1.415,10,16,4.976,3.58566
25,1884,67,31,817.65094,133.62791,0,4.83289,1.80367,3.96615,9.65745,25.3099,0.006370000000000001,43.562500907317514,11.752510389911922,9.641,42,13.06,4.83,0.10239962189859948,39.046724181738206,26,32,9.952,4.332269999999999,-0.31099999999999994,0.5,2.415,4,10,3.11,2.65185,4.665,1.415,10,16,4.976,3.58566
26,1885,67,32,817.7271099999999,133.46698,0,4.332269999999999,1.8755,4.28123,10.829260000000001,29.482879999999998,0.01379,39.046724181738206,11.572981910681776,9.952,42,13.06,4.83,0.08025583392727177,39.046724181738206,26,32,9.952,4.332269999999999,0.0,0.5,2.415,4,10,3.11,2.65185,4.976,1.415,10,16,4.976,3.58566
27,1886,67,33,817.58368,133.65797,0,3.99056,1.854,4.17545,10.40028,27.8386,0.00748,42.95667950901138,15.525253061543264,10.263,42,13.06,4.83,0.09942888587513869,39.046724181738206,26,32,9.952,4.332269999999999,0.31099999999999994,0.5,2.415,4,10,3.11,2.65185,5.287,1.415,10,16,4.976,3.58566
28,1887,67,34,817.75507,133.94894,0,4.2353,1.9280700000000002,4.5797300000000005,12.213339999999999,35.50976,0.009309999999999999,64.89507651035737,21.950190396101252,10.574,42,13.06,4.83,0.20700710356620408,39.046724181738206,26,32,9.952,4.332269999999999,0.6219999999999999,0.5,2.415,4,10,3.11,2.65185,5.598,1.415,10,16,4.976,3.58566
29,1888,67,35,817.91132,134.02087,0,3.8630699999999996,1.9233799999999999,4.5435099999999995,12.01643,34.54177,0.00893,74.2008117088369,11.180753407754123,10.885,42,13.06,4.83,0.25263917079955844,39.046724181738206,26,32,9.952,4.332269999999999,0.9329999999999998,0.5,2.415,4,10,3.11,2.65185,5.909,1.415,10,16,4.976,3.58566
30,1889,67,36,818.24054,134.39517,0,3.86844,1.8484599999999998,4.17382,10.48334,28.478340000000003,0.01157,106.42214372887894,32.401460009387165,11.196,42,13.06,4.83,0.41064130149924033,39.046724181738206,26,32,9.952,4.332269999999999,1.2439999999999998,0.5,2.415,4,10,3.11,2.65185,6.22,1.415,10,16,4.976,3.58566
31,1890,67,37,817.94617,134.71938,0,3.61059,1.93658,4.60727,12.256860000000001,35.36872,0.00919,115.50229184585602,28.46419845568953,11.507,42,13.06,4.83,0.4551671686688128,39.046724181738206,26,32,9.952,4.332269999999999,1.5549999999999997,0.5,2.415,4,10,3.11,2.65185,6.531,1.415,10,16,4.976,3.58566
32,1891,67,38,817.94678,134.77788999999999,0,3.4219199999999996,1.90031,4.4448300000000005,11.64148,33.13661,0.00704,119.04401482749863,3.8033566812740305,11.818,42,13.06,4.83,0.4725345381214315,39.046724181738206,26,32,9.952,4.332269999999999,1.8659999999999997,0.5,2.415,4,10,3.11,2.65185,6.842,1.415,10,16,4.976,3.58566
33,1892,67,39,818.11151,134.96922,0,3.47729,1.9455,4.6704,12.63381,37.38532,0.008190000000000001,134.65928928523562,16.410812719209986,12.129,42,13.06,4.83,0.549106376748342,39.046724181738206,26,32,9.952,4.332269999999999,2.1769999999999996,0.5,2.415,4,10,3.11,2.65185,7.153,1.415,10,16,4.976,3.58566
34,1893,67,40,818.0047,135.32654,0,2.98929,1.85024,4.20496,10.66801,29.34624,0.00784,153.88449941287817,24.241249445159745,12.44,42,13.06,4.83,0.643380075968076,39.046724181738206,26,32,9.952,4.332269999999999,2.4879999999999995,0.5,2.415,4,10,3.11,2.65185,7.4639999999999995,1.415,10,16,4.976,3.58566
35,1894,67,41,818.27954,135.90118,0,3.24445,1.9458,4.68905,12.75653,38.00895,0.00972,195.0076800288458,41.403936476139236,12.751,42,13.06,4.83,0.8450337554133948,39.046724181738206,26,32,9.952,4.332269999999999,2.7989999999999995,0.5,2.415,4,10,3.11,2.65185,7.7749999999999995,1.415,10,16,4.976,3.58566
36,1895,67,42,817.89423,136.41187,0,3.14208,1.8937700000000002,4.40731,11.48028,32.51117,0.00755,220.61012512496393,41.58314087517846,13.062,42,13.06,4.83,0.9705791820826615,39.046724181738206,26,32,9.952,4.332269999999999,3.1099999999999994,0.5,2.415,4,10,3.11,2.65185,8.085999999999999,1.415,10,16,4.976,3.58566
37,1896,67,43,817.65356,136.35773999999998,0,2.90604,1.89263,4.3806199999999995,11.32353,31.784340000000004,0.008790000000000001,214.78689333407138,16.03434273692106,13.373,42,13.06,4.83,0.9420240922450704,39.046724181738206,26,32,9.952,4.332269999999999,3.4209999999999994,0.5,2.415,4,10,3.11,2.65185,8.396999999999998,1.415,10,16,4.976,3.58566
38,1897,67,44,817.95929,136.20943,0,2.95772,1.8793900000000001,4.353680000000001,11.31828,32.07817,0.009890000000000001,208.5544272983253,22.087253360820544,13.684,42,13.06,4.83,0.9114622609542734,39.046724181738206,26,32,9.952,4.332269999999999,3.7319999999999993,0.5,2.415,4,10,3.11,2.65185,8.707999999999998,1.415,10,16,4.976,3.58566
39,1898,67,45,817.23956,135.73842,0,2.58831,2.04402,5.19348,14.99818,47.73961,0.00909,173.1028846560399,55.90988868639599,13.995,42,13.06,4.83,0.7376203083438855,39.046724181738206,26,32,9.952,4.332269999999999,4.042999999999999,0.5,2.415,4,10,3.11,2.65185,9.018999999999998,1.415,10,16,4.976,3.58566
40,1899,67,46,816.73096,136.51963999999998,0,2.66978,1.8544200000000002,4.21171,10.65425,29.16821,0.00824,226.60990461032802,60.5923657690467,14.306,42,13.06,4.83,1.0,39.046724181738206,26,32,9.952,4.332269999999999,4.353999999999999,0.5,2.415,4,10,3.11,2.65185,9.329999999999998,1.415,10,16,4.976,3.58566
41,1900,67,47,817.00238,135.84814,0,1.46918,1.9577,4.78752,13.370529999999999,41.51795,0.00998,181.0690806496582,47.078179717784,14.616999999999999,42,13.06,4.83,0.7766837443241252,39.046724181738206,26,32,9.952,4.332269999999999,4.664999999999999,0.5,2.415,4,10,3.11,2.65185,9.640999999999998,1.415,10,16,4.976,3.58566
